Label,aspect_NSEW,elevation_center,elevation_minmax_difference,slope_center,slope_difference_pct,aspect_span,aspect_sum_span_9cells,placurv_center_below_diff,placurv_signs_8,placurv_top_vs_2bottom,procurv_signs_8,procurv_top_vs_2bottom,lsfactor_sum_center_1below,twi_center,twi_25mean,geology_center,geology_9mode,sdoif_center
1,S,222,16,28.3032,118.81921478843383,56.30989999999997,106.84729999999999,-0.004129446,--+,-0.014734076,+++,-0.04045269,23.803998,5.55617,5.560675439999999,2,5,1.307141
0,NW,17,13,24.09484,197.8274061998336,270.0,324.08050000000014,0.03212789,+-+,0.031568201,+--,0.044982238,0.003057189,9.012515,6.10921052,2,5,1.307325
0,SE,76,17,41.81031,71.87296626119252,94.39875,125.9223,0.011904869999999998,---,0.07088533,---,0.053210740000000006,23.107279,5.368932,5.35076648,2,2,1.347278
1,N,222,14,45.14253,74.9461760339972,123.69009999999997,1055.705188,0.0087934,+++,-0.008327919999999999,++-,-0.008202836,19.643436,3.226473,4.02052308,3,3,1.295753
0,NW,103,22,41.81031,32.52776647673744,35.53769999999997,36.6583,0.015302099999999999,---,0.04004687,+-+,0.009607668,31.127290000000002,4.977327,5.24044512,3,3,1.294671
0,NE,104,11,19.82703,163.7215609196133,98.13009999999997,247.25381,-0.009750630000000003,---,0.001066539999999996,---,0.01823643,8.986929,6.467034,5.452248040000001,3,3,1.323232
1,E,172,16,39.50971,84.7835127111791,72.40758000000005,153.49688,0.0055209510000000005,---,0.038787261,---,0.038453947,23.7853,4.785792,4.21439428,3,3,1.332912
1,SW,162,18,37.99073,49.75366359109182,68.1986,60.504700000000014,0.025314661,+--,0.043972251000000004,+--,0.036026527,16.038563,3.122278,3.378107,3,3,1.318361
0,S,195,9,16.69924,110.87680038133472,98.13000000000005,177.10860000000002,0.006866870000000001,+++,-0.004998019999999999,++-,-0.003267360999999999,8.390337,4.183078,3.7021727200000005,2,2,1.199696
0,NE,468,15,30.24626,52.79571755317848,33.69006999999999,22.35848,0.002337470000000001,+++,-0.005231290999999999,---,0.016273775,12.413673,3.480543,3.56268712,3,3,1.286439
0,SW,48,10,19.82703,56.60933584102106,56.30989999999997,90.0,-0.0005060800000000025,+++,-0.0017201570000000025,++-,0.015540047,8.007166,3.803077,3.8189427600000005,2,2,1.276896
1,E,143,15,38.65981,32.31415260447478,37.74681000000004,24.71744000000001,0.0031313999999999995,+++,-0.01778568,---,0.015026888999999998,19.96742,3.819765,3.848106999999999,2,2,1.279232
1,NW,121,17,33.85452,47.58475382312317,41.82020000000006,66.46310000000005,-0.0040694699999999995,-++,-0.012681754,---,0.0016459870000000002,16.575065000000002,4.119964,4.2606898,3,3,1.362845
0,NE,183,10,24.09484,39.29770855502671,33.69006999999999,52.174220000000005,-0.00437299,-+-,0.0027011779999999994,-+-,5.883099999999964e-05,16.833804,6.199556,6.232764080000001,2,5,1.297621
0,SE,20,15,29.49621,99.650972107942,111.8014,213.94299999999998,0.010228419999999998,---,0.016252392999999997,---,0.124481028,14.175189,2.823846,4.659701040000001,2,5,1.305365
0,SE,568,17,35.79576,25.787160267026042,35.53768000000002,36.76729999999998,0.005112466,---,0.014469129,---,-0.0007288930000000002,16.04272,3.23802,3.57387252,3,3,1.329623
1,E,53,20,36.05503,43.23463328140345,43.090840000000014,54.216719999999945,0.006486150000000001,---,0.03592208,---,0.01925004,21.79041,4.08001,4.469215279999999,3,3,1.294402
1,SE,156,16,37.29208,45.787872384699384,59.03620000000001,57.91430000000001,-0.007716222,---,-0.0006192180000000004,---,0.011680010000000001,22.43882,4.308526,4.5008500399999996,3,3,1.353634
1,SE,290,19,26.56505,143.33577388335425,97.69600000000003,210.08259999999999,0.022423879999999997,---,0.04307139,---,0.036938384,15.153804000000001,6.531338,4.99679192,2,5,1.309516
1,NE,332,18,35.79576,31.919087623785607,50.90614000000005,46.595580000000005,0.0024628589999999995,++-,0.009706749,-+-,0.0013259710000000004,17.056258,3.696716,3.9159503199999994,3,3,1.362612
0,S,224,8,16.69924,101.1532860178068,97.12509999999997,225.1865,-0.003147259999999999,+++,-0.03365938,-++,-0.032544236000000004,8.047555,3.276566,3.746930880000001,2,5,1.317085
0,N,26,19,40.51059,30.06710097285673,22.619899999999916,35.83039999999994,0.0005151759999999991,+++,-0.004726368000000001,---,0.013002506,23.76604,3.836478,4.247782119999999,3,7,1.299937
0,N,610,14,32.31153,37.14540908462087,71.56509999999997,89.33199999999994,-0.00026873000000000175,---,0.05132672,---,0.02315569,16.976271,4.141254,4.1128756,2,3,1.325426
0,SW,418,26,42.67464,36.397799723676634,33.90629999999999,59.56409999999997,0.004228610000000001,+++,-0.01063918,+++,0.0023579329999999996,24.41849,3.584677,3.7685076,3,3,1.332774
0,NW,88,19,24.09484,102.58271065506139,80.83770000000004,112.73960000000005,-0.00179526,+++,-0.02459392,--+,-0.011266060999999997,12.470532,3.988562,3.8370055600000006,3,3,1.276884
0,N,905,13,32.31153,41.66617922456782,39.09386000000001,42.484398,-0.0007362160000000013,+++,-0.009929116000000002,+++,-0.014909755,15.143781,3.388372,3.668837359999999,1,4,1.319972
1,S,81,9,21.80141,111.28666907323883,66.8014,116.67840000000001,0.009124040000000002,---,0.0250323,--+,-0.00020624800000000132,9.696175,4.647007,5.790006400000001,3,3,1.30593
0,S,232,17,40.51059,46.658861300218035,39.80560000000003,42.73949999999999,0.015420538000000001,+++,0.004008368000000002,+--,0.029097089000000003,19.362811999999998,3.35815,3.7969953600000004,3,3,1.322721
0,N,299,13,22.40687,75.15003211068748,71.56504999999999,160.88991000000001,-0.0020361900000000002,---,0.01292913,---,0.009138744,17.734562999999998,5.274558,5.88029964,3,3,1.30672
0,SE,25,10,33.85452,93.28588029013555,180.0,246.01656000000003,-0.027991806,-+-,0.009776833999999998,---,-0.010575949999999997,5.068428909,1.97394,6.8026896,2,2,1.328679
1,S,453,24,43.49152,20.560191963858706,69.44399999999996,67.97930000000002,0.009883719999999999,---,0.07451445,---,0.03030732,25.326990000000002,3.898489,3.849915719999999,3,3,1.312346
0,N,316,21,45.56176,21.434641681971893,33.69009999999997,31.53480000000002,-0.0011838699999999983,+++,-0.0021460159999999984,+--,0.029743664,25.42732,3.764829,3.96367992,3,3,1.314822
0,NE,106,10,19.82703,70.41231087056406,45.0,75.51024,-0.013229969999999999,---,0.01502652,-+-,0.0015005789999999993,13.333859,6.452795,5.95222008,2,2,1.117604
1,S,210,17,38.65981,71.64636867072032,90.0,133.86550000000003,0.02094191,---,0.08605589999999999,---,0.049114992999999996,27.67586,5.066106,5.469215519999999,3,3,1.30423
1,NW,125,15,24.09484,95.29920099075154,71.56505000000004,132.51799999999997,0.022770141,+--,0.030763049,+--,0.038108409999999995,13.10206,3.039552,3.6201980000000002,1,1,1.277393
0,N,164,11,22.40687,135.4247023345965,78.69006999999999,414.4480599999999,-0.005202080000000001,---,0.01967244,+++,-0.036227602000000005,15.53592,4.552032,5.251719359999999,3,3,1.337726
0,S,182,18,32.31153,32.72348910744864,49.7636,56.386199999999974,0.0050428,+++,-0.01401506,++-,0.01401262,15.713497,3.522145,3.6007251599999996,2,2,1.283575
0,N,193,17,36.05503,72.04376199381888,45.0,62.572872,0.006906796,++-,0.026838426,++-,0.0337878,18.212654,3.37581,3.369525800000001,2,2,1.195142
0,W,161,15,28.3032,38.387002176432354,35.53769999999997,19.626899999999864,-0.011268555999999999,-+-,-0.009337776999999998,-+-,-0.015488883,17.969101,4.691698,4.739032000000001,3,3,1.275915
0,E,632,23,43.49152,41.25730717160494,33.46541000000002,37.74568000000001,0.006038267000000001,---,0.033803287,+--,0.082051194,20.384856999999997,3.023873,3.3168930800000003,3,3,1.331999
0,NW,366,14,26.56505,82.66993662726026,67.16634000000005,175.8512000000003,0.004852529999999999,---,0.024608989999999997,---,0.025044328,19.931956,5.021137,5.3388982799999996,2,5,1.326991
0,SW,416,13,22.98977,62.86748410271177,32.47120000000001,58.31999999999999,0.000765169999999999,---,0.03187864,---,0.017728291,12.040832,4.127482,4.319735520000001,3,3,1.288527
0,N,148,16,27.01712,67.0083265721883,57.52875,100.33080600000005,0.0025337600000000012,+++,-0.003281838999999999,---,0.02259092,16.054302,5.532197,4.929912200000001,3,3,1.277364
0,SE,83,12,22.98977,169.6407880548609,198.43490000000003,234.95809999999997,0.023695112,+--,0.048367122,++-,0.042800479999999995,13.884281999999999,2.949475,3.49319864,3,3,1.28371
0,NW,254,21,30.24626,83.22671960103497,39.0938000000001,69.39479999999992,0.012925434,+--,0.022862562,+++,0.004720443999999999,19.334995,4.55587,4.85471872,3,3,1.356206
0,S,315,25,45.56176,40.41051091968353,42.27369999999996,94.24829999999997,0.010031758000000002,+++,0.003780635000000002,---,0.076221805,27.33991,4.108447,4.12845552,3,3,1.364348
0,SW,824,21,38.87666,55.109981155788596,54.46230000000003,76.04229999999998,0.002394460000000001,++-,0.0031678070000000008,--+,-0.028006676,18.46754,3.559204,3.5763231199999996,3,3,1.318659
1,S,399,16,34.99202,37.85223030851035,71.565,130.2098,0.01397537,---,0.08574041,---,0.021854810000000002,24.89059,5.60727,4.8529734,3,3,1.327149
1,N,216,25,47.84365,29.0072350249197,70.66521,729.0056569999999,0.020082999999999997,---,0.07529841,---,0.02676948,42.01037,5.452822,5.259814399999998,3,3,1.282397
0,S,42,6,16.69924,127.58980049391471,135.0,137.7263,-0.004048360000000001,+++,-0.011392749,---,-0.002613291999999999,4.631311,4.565174,5.08806044,2,2,1.273744
1,S,227,15,27.01712,128.2232155018744,65.22480000000002,154.579,0.004910970000000001,+++,-0.001990824999999999,++-,0.018642438999999997,17.627403,5.12972,4.59800472,3,3,1.316419
1,E,185,18,41.98721,50.128813036160295,50.30095000000006,84.03221,0.0032266599999999993,+++,-0.01610816,+--,0.057570566000000004,20.307088999999998,3.354024,3.6293111200000006,3,3,1.307383
0,N,125,18,32.31153,99.18478016980316,124.50853000000001,263.15795999999995,0.0114557,---,0.14130350000000003,--+,0.007663135999999999,61.54724,10.87982,5.20138352,3,7,1.318545
0,SW,195,14,12.60438,336.12283983821493,157.16634,135.85270000000003,-0.01678339000000001,+++,-0.06014818000000001,+++,-0.06116652,12.19666,3.039803,3.3063861200000004,2,5,1.303285
0,SW,76,14,33.85452,21.531748197877274,67.3802,119.2912,0.00059209,---,0.02405415,---,0.01732769,19.522036,4.929338,4.72980092,2,2,1.187317
0,W,110,10,22.40687,110.43532630840453,40.60129999999998,67.6687,-0.006631579999999998,+++,-0.03233369999999999,--+,-0.020081478,15.263314,6.023096,5.520180800000002,3,3,1.277869
1,NW,189,14,35.79576,48.79083444519686,46.332222,88.0650999999998,0.027086197,+--,0.040998137,+--,0.027967926,15.796213999999999,3.76555,4.13638624,3,3,1.306388
0,N,467,14,30.96376,74.9217472296646,63.434950000000015,1453.1676899999998,0.01363426,+++,0.0025586800000000007,---,0.011237699999999998,13.679897,3.527225,4.42922768,2,5,1.351941
0,S,272,13,31.31116,52.07766176660335,45.0,67.8203,-0.00221806,++-,6.35649999999998e-05,++-,0.0054637769999999995,15.990972000000001,4.265344,4.02304092,2,2,1.333979
1,S,264,15,36.05503,52.83487491204417,78.69010000000003,61.57260000000002,0.002439010000000002,+++,-0.01335952,---,0.007837059,18.244258000000002,3.500412,3.6470267600000006,3,3,1.304255
1,SW,90,15,26.56505,114.81393786196526,66.80140000000006,94.80509999999998,0.027766455,+--,0.080258195,+--,0.0687622,16.903328000000002,3.673826,3.6293384399999997,2,5,1.358534
0,W,122,8,21.80141,95.6564598344786,135.0,45.0,0.011234609999999999,+--,0.020721129999999997,+++,0.017922028,8.935493,3.508941,3.6151895599999992,2,2,1.286812
0,N,91,6,11.30993,124.81453908202793,63.43489999999997,108.43490000000003,0.004866537999999999,---,0.024265388,+--,0.023021594,4.555236,4.771152,4.516783719999999,1,1,1.288441
1,NE,140,18,48.52707,78.67959058727428,135.0,161.41758,0.02569801,---,0.07802541,+--,0.07646435,18.551316,3.051136,3.3498068000000005,2,2,1.352563
0,NE,385,19,32.63194,51.38116213746408,51.34019000000001,99.55824999999999,0.004785870000000001,---,0.02724444,---,-0.007935347000000002,26.27091,5.988813,5.509483319999999,3,3,1.369288
0,S,9,8,27.01712,94.75683196432485,288.43495,235.92079999999999,0.014521230999999999,+--,0.027238311,---,0.022007518,10.876064,2.077482,5.4196263600000005,3,3,1.305312
1,N,225,20,40.51059,36.86707599173452,52.12504999999999,60.101599999999905,0.005534670000000005,+++,-0.019527119999999995,+--,0.038837434000000004,18.301558,3.111094,3.2453082799999997,3,3,1.367423
1,N,159,14,31.31116,56.55587336911183,46.33220000000006,85.71461199999996,0.003029649,+--,0.007380391,---,0.009172342,14.619997999999999,4.300221,4.0253239600000015,3,3,1.305837
0,N,322,20,42.67464,39.55485037483619,23.962499999999977,33.95609999999999,-0.006990196999999999,+++,-0.027083887,---,-0.008775490999999996,26.87561,4.270665,4.376525839999999,3,3,1.363159
0,S,22,21,42.67464,45.03119417058938,30.30269999999996,54.28820000000002,0.01086223,---,0.04489655,+--,0.14502419,27.4727,4.217481,4.30299416,1,1,1.246655
0,N,171,12,17.5484,92.92083608762053,98.13014999999996,839.1543099999997,-0.005338700000000002,+++,-0.052824010000000005,+++,-0.029937230000000002,5.5665320000000005,3.071368,3.33067596,3,3,1.338044
1,NE,92,17,30.24626,44.65712455027498,37.303949999999986,64.54358,-0.00348545,---,0.00985217,++-,0.006698122,17.2399,4.306674,3.8493364799999994,3,3,1.366475
0,SW,416,19,45.83452,41.0550825011367,60.80250000000001,82.9899,-0.01569908,---,-0.010397557000000002,+--,0.013153902,34.847759999999994,5.718124,5.69149884,3,3,1.315458
1,NW,41,18,24.09484,127.52664055872543,63.43490000000003,102.73129999999986,0.022615303,---,0.052988152999999996,---,0.029770030000000003,13.524261000000001,3.82293,3.321960360000001,3,3,1.366545
0,NE,33,12,30.24626,81.62232289215262,75.96375,103.54772999999999,0.0003726659999999998,++-,0.012237106000000001,---,0.02360442,13.763363000000002,4.544625,5.1482624,2,5,1.356649
0,SE,641,17,29.49621,29.493077246195355,45.0,6.34020000000001,-0.004711339999999998,+++,-0.013830208999999998,++-,-0.002712762,15.629597,4.271574,4.0608034,3,3,1.344178
1,NW,235,17,37.29208,49.43395487728226,79.69515000000001,76.24509999999992,-0.01567308,---,0.03249583,+--,0.011638691,32.45949,6.413371,6.264510200000001,3,3,1.277902
0,S,148,9,21.80141,52.70512320074711,71.565,122.30610000000004,0.006329310000000001,+++,-0.009301519999999997,-++,-0.0044460459999999995,9.042681,3.673073,3.60406972,3,3,1.289846
1,SW,107,29,53.37679,74.13175277119511,44.51030000000003,76.27299999999997,0.014553550000000002,++-,0.021728691,++-,0.088617999,25.816760000000002,2.592838,2.6359579600000007,3,3,1.302369
0,E,59,7,5.710593,526.8308737814094,270.0,614.9314,-0.0005984099999999937,---,0.041123780000000006,---,0.047096439999999996,4.175891,10.66435,7.68678808,2,2,1.340858
0,SE,299,6,12.60438,169.04065888207114,188.13009999999997,180.0,-0.029493361,--+,-0.029774681,---,0.029928485,8.647675,4.285469,6.038121680000001,3,3,1.287968
0,N,59,9,17.5484,139.53311982858835,116.56504999999999,201.6147400000001,-0.0015990899999999975,---,0.018825090000000003,---,-0.015977797999999998,13.658674000000001,8.283675,7.2208425599999995,2,5,1.354157
0,SE,113,14,26.56505,27.315928259122416,14.036200000000008,46.5566,-0.0028392779999999998,---,0.0032593500000000003,---,0.0050804909999999995,16.435381,4.975559,4.614995120000001,3,3,1.30587
0,SE,423,22,35.79576,45.91557771087973,48.1798,93.6456,0.00103959,+++,-0.000702385,++-,-0.0020661590000000014,18.895101,3.141613,3.4047948399999997,3,3,1.317063
1,E,240,19,41.98721,37.12547225690873,29.981650000000002,77.9982,0.0167628,---,0.05343576,--+,-0.031370324000000005,23.80291,4.42137,4.02108792,3,3,1.302602
1,N,343,14,22.40687,83.49751660986117,45.00002999999998,30.145299999999963,-0.006261590000000001,+++,-0.01799291,++-,0.012472884,11.3514,4.52086,3.98807096,3,3,1.332081
0,S,270,11,21.80141,48.20844156410065,26.565000000000055,71.46440000000001,0.006342888,+++,-0.007119042000000001,---,0.004360249000000001,10.198236,4.337502,4.061887359999999,3,3,1.335709
0,SE,18,15,12.60438,412.37948237041405,216.8699,93.1799,-0.003424110000000001,--+,-0.01605287,---,0.1319052,2.036442289,3.831789,5.505810240000001,3,3,1.308296
1,SE,531,29,45.83452,37.79195244108588,65.55605000000003,95.33661000000001,0.055373892,++-,0.072097692,+++,0.016171339999999996,22.2255,2.593238,2.8955894800000004,3,3,1.362754
1,SE,260,14,29.49621,34.66570789942165,73.07245,139.16550000000004,0.009647906,++-,0.010012324999999999,---,0.014819217999999999,12.723323,3.463881,4.554048240000001,2,5,1.323228
0,W,53,12,17.5484,133.63412048961732,36.86990000000003,39.482899999999944,0.015331023000000001,+--,0.018781875,---,0.030852835000000002,7.740403000000001,5.467348,4.941524919999999,3,3,1.283431
1,W,303,9,22.40687,135.4247023345965,71.56500000000005,52.64049999999992,-0.0008443280000000001,++-,0.003375044,---,-0.0033750480000000003,8.854121000000001,5.087115,5.05137988,3,3,1.301556
1,W,347,6,21.80141,90.14935272535124,60.25510000000003,97.125,-0.0021560679999999997,+++,-0.012183328,+++,-0.04023122,9.657266,4.652359,4.128022199999999,3,3,1.284165
0,SW,487,13,24.09484,43.24257807895797,33.69009999999997,37.90219999999999,-0.006647797,-++,-0.016246716,--+,-0.005826036,12.445789000000001,4.371392,4.469376440000001,3,3,1.319264
1,E,323,16,39.50971,55.64019578984508,64.43999999999994,109.61961,0.0057530870000000005,+--,0.023494677000000002,---,0.04270405,20.631444000000002,4.32949,4.402983840000001,3,3,1.332797
1,E,172,12,38.87666,57.045589821759386,63.43494999999996,94.05859000000001,-0.005655178,-+-,-0.005590778,-++,-0.044064993,19.953355000000002,3.835965,4.87279672,3,3,1.316808
1,W,85,13,21.80141,113.23900610098154,78.69010000000003,158.19860000000006,-0.00511211,+++,-0.02941762,+-+,0.021214494,11.580243,3.098025,3.3030593600000007,3,3,1.297689
1,NE,477,23,40.70319,50.81063670930952,93.17983000000004,127.96262999999999,0.030897779999999996,++-,0.04491763,++-,0.035075043,18.881729,2.33831,2.7348890400000005,3,3,1.32838
1,E,143,15,31.31116,107.94591129808029,135.0,155.81921,-0.0036237499999999985,---,0.007412430000000001,-++,-0.01293002,13.219573,4.002855,5.02139736,3,3,1.334671
1,N,180,21,31.31116,97.86060305654597,47.526092000000006,411.89630799999986,0.014161171,+--,0.043955251,++-,0.09673566,27.43213,5.737095,5.20366284,3,3,1.298905
1,N,280,18,36.05503,54.552638009176526,43.26433999999995,50.77080000000001,0.006556249000000001,---,0.017671429000000002,--+,-0.009397508,23.739620000000002,4.387522,4.070317519999999,3,3,1.304392
0,NW,245,15,26.56505,69.66533095175805,35.53769999999997,58.80049999999983,-4.52699999999983e-05,---,0.01849621,---,0.006332889,13.293013,3.896578,4.044991039999999,3,3,1.366447
1,W,219,21,40.51059,18.356903713325327,21.501499999999965,26.301799999999986,0.006077300000000001,+++,-0.005380929999999999,+++,-0.002900314,20.89157,3.470518,3.6305531999999996,3,3,1.285674
0,N,631,13,31.31116,42.997384957951084,48.12212199999999,18.548299999999983,-0.009188610000000003,+++,-0.05124948,---,-0.003921418999999999,20.585207,5.398142,5.0074071600000005,3,3,1.345002
0,SW,87,14,38.87666,83.49771559593854,189.46230000000003,108.84319999999997,0.020216409999999997,---,0.038431709999999994,-+-,-0.013733837999999998,23.165958,2.785702,5.00287412,3,3,1.295814
1,N,275,14,36.05503,99.33171599080627,108.43495000000001,104.54585000000004,-0.0016584450000000006,---,0.0075742579999999995,---,0.017249957,20.947654,3.108454,4.11289868,3,3,1.331091
0,NW,111,8,19.82703,87.14959830090538,108.43495000000001,146.30990000000003,-0.008465193,+++,-0.009500073,+++,-0.007052648,6.191978000000001,3.353913,5.318972239999999,3,3,1.279799
0,SE,99,9,24.09484,53.06077981841756,108.43495000000001,89.0439,0.003942289,+--,0.007639068,+++,-0.013109039,9.080052,4.041756,4.08391148,2,2,1.233699
1,NE,383,16,26.56505,22.837864035640816,14.03624000000002,44.332679999999996,0.004220696,++-,0.012459089999999999,++-,0.009603899,15.482947,4.453589,4.016459919999999,3,3,1.368953
0,NW,361,15,35.26439,46.08881650866497,107.10274999999996,513.260178,0.01259149,---,0.04441473,++-,-0.003040213000000001,21.286137,5.454679,4.556614679999999,3,3,1.328305
0,S,395,20,48.18969,87.0038176215701,179.99995,206.3481,0.001090230000000001,---,0.040352719999999995,++-,-0.010020690000000002,42.84103,3.504002,4.915104479999999,2,5,1.328612
0,NE,234,14,29.49621,64.74228383917799,59.03624000000002,77.90523999999999,0.021368067,+--,0.049063687,---,0.008863563999999999,12.081246,3.071819,3.3863553200000003,2,2,1.269304
0,NE,283,10,33.85452,103.36166928374703,270.0,87.41612999999998,-0.006242059999999997,---,0.003386532000000003,++-,0.013151548,16.041329,3.76204,5.973740319999999,3,3,1.330581
0,SW,516,12,22.98977,100.87695527184484,75.96379999999999,49.1849,-0.0017452300000000004,---,0.02088,---,0.003946659999999999,14.611545,5.599909,5.443199679999999,3,3,1.333181
0,N,311,9,27.01712,78.86305794251942,78.69006999999999,79.50426,-0.005470665999999999,---,0.015891154,++-,0.0033788670000000007,12.174021,3.245369,4.43610396,3,3,1.289463
0,NE,596,28,45.0,42.69388888888888,25.407719999999983,56.570539999999994,0.034233726,+--,0.068864756,---,0.030427239,23.12883,3.505483,3.56417748,3,3,1.345457
0,SW,448,5,12.60438,87.18117828881707,116.56500000000005,116.565,-0.0018577799999999981,+++,-0.006821924999999998,+++,0.0037213389999999997,2.569679,3.388546,4.33309712,2,2,1.29745
0,NW,188,24,53.67613,51.714197726251875,81.86989999999997,135.62419999999992,-0.011703069999999996,---,0.05824066,---,-0.0003085430000000014,30.5146,4.569706,5.283991239999999,3,3,1.31437
0,SW,73,9,24.09484,65.18901972372507,33.69010000000003,100.06529999999995,-0.011913318,-+-,0.0006407519999999996,+--,0.026963619,9.296645999999999,3.83602,4.1926492,3,3,1.287734
0,E,296,9,17.5484,96.83657769369287,59.036249999999995,74.95890000000001,0.013173304,++-,0.014574938,+--,0.021286878000000002,7.394427,4.463557,4.134042880000001,3,3,1.315504
1,E,60,14,32.31153,40.06204596315928,37.874930000000006,54.24990000000001,-0.0020339599999999996,+++,-0.009949409999999999,-+-,0.018225468,16.20673,3.638939,4.22313716,3,3,1.354561
0,N,312,13,27.01712,66.85150008587148,45.0,75.77403800000003,0.003628056,+--,0.014951536000000001,---,0.023659303,13.989533,4.837589,4.961568960000001,3,3,1.329571
1,NW,147,21,37.99073,25.002888862625184,50.19439999999997,90.36840000000007,0.018523889999999998,---,0.06632004999999999,--+,-0.00011032599999999978,25.928939999999997,4.867715,4.767291639999999,2,5,1.29435
0,NE,351,9,24.09484,101.62271258078493,85.60134999999997,140.18354,-0.004645293,++-,-0.002071286,---,-0.0034511750000000008,11.416347,5.927982,5.7592403600000015,2,5,1.326513
0,W,175,20,45.0,27.953911111111104,29.981600000000014,19.020599999999945,0.013804880000000002,---,0.033154680000000006,---,0.030292583999999997,31.96699,5.102353,5.050438000000001,3,3,1.276521
0,NW,246,18,33.85452,52.328226777399294,58.736299999999915,43.16739999999987,-0.010346939999999999,---,-0.003008659999999999,---,0.003009886,21.868184,3.961539,4.139432,3,3,1.359444
